batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B002887,537,786,896,139,269,671,355,440,30,761,407,992,745,76,183,685,714,613,756,187,289,584,818,113,407,143,683,16,372,32
B044093,107,252,411,563,731,681,404,186,279,160,191,248,392,949,252,117,892,688,864,349,742,967,569,232,737,801,628,42,12,78
B000562,762,552,485,320,5,409,979,614,819,569,744,573,589,374,64,333,632,624,590,346,977,400,494,840,835,276,508,168,589,328
B028144,790,336,197,91,396,93,318,800,756,343,40,874,431,84,260,968,671,623,48,889,467,110,567,574,378,721,596,494,223,204
B031920,417,815,843,662,791,825,58,751,399,762,774,700,599,323,124,40,949,324,996,235,609,211,326,830,433,635,337,878,767,457
B034859,619,361,159,726,654,978,580,288,466,885,987,649,217,134,165,363,829,988,216,298,430,292,687,947,87,583,933,342,56,775
B035138,186,51,310,59,329,410,623,552,464,432,763,269,905,334,170,748,916,0,738,56,354,71,8,409,593,368,566,484,90,310
B011461,797,649,46,716,75,819,896,973,53,680,492,114,66,196,580,449,466,453,201,888,380,921,77,299,808,310,697,822,437,906
B009620,669,556,248,599,760,708,824,901,108,671,728,184,888,528,779,35,375,471,848,50,441,689,558,923,770,615,439,223,235,291
B017998,362,878,364,600,579,995,468,122,336,444,992,423,354,124,444,333,524,411,979,252,533,791,205,348,477,839,979,75,903,194
B044692,100,179,10,178,315,310,365,820,269,728,132,439,45,645,261,284,603,953,841,913,38,36,274,236,523,724,873,921,806,597
B041355,545,651,244,824,143,671,290,831,43,681,599,88,174,233,222,29,186,929,866,298,983,191,639,312,340,271,652,148,915,820
B000512,324,207,519,183,811,923,372,350,186,333,518,215,993,466,807,637,981,806,987,739,639,649,864,28,99,908,127,132,360,644
B017661,720,986,343,141,672,824,642,424,799,604,300,59,265,564,172,464,701,653,304,913,445,813,726,46,408,711,504,644,321,897
B033143,460,807,908,330,441,138,810,503,550,358,140,44,492,399,329,264,230,935,250,134,287,484,712,196,676,818,779,232,574,263
B007511,977,493,745,598,599,662,418,345,110,122,292,330,984,868,351,821,978,317,102,66,484,312,559,194,189,248,877,291,338,295
B015432,788,417,316,175,335,154,989,112,963,106,777,744,511,897,930,423,442,170,220,813,859,160,119,898,153,758,702,68,599,773
B034039,211,511,838,889,877,665,211,966,824,226,245,768,745,464,448,717,788,977,644,634,254,82,170,225,364,813,490,771,817,435
B001422,390,886,764,296,757,625,113,16,39,532,214,77,209,72,820,244,318,969,195,880,257,569,162,283,645,957,266,90,665,21
B020828,9,470,491,16,919,306,62,741,423,380,406,245,806,641,713,290,601,104,557,73,994,628,741,337,318,723,815,232,28,789
B030638,344,790,103,359,735,140,690,227,415,733,874,222,463,682,226,211,141,470,47,624,27,473,84,685,834,699,965,328,816,577
B050126,175,903,679,952,671,458,651,413,497,139,326,480,560,154,560,425,473,207,317,931,734,816,691,137,12,796,320,678,322,763
B041350,636,40,74,110,186,816,396,22,700,880,258,976,900,870,186,338,842,569,862,77,865,624,163,695,29,375,50,724,884,633
B029276,576,632,931,190,44,964,758,962,496,778,100,883,421,94,481,365,766,411,362,313,622,763,946,303,863,745,923,165,38,87
B025028,734,771,911,546,521,863,339,423,492,367,914,468,217,818,859,281,891,672,14,651,69,555,397,254,116,803,878,934,218,357
B044559,473,69,529,769,316,416,420,388,772,884,171,773,774,321,809,528,754,390,808,798,497,953,596,188,990,205,912,642,885,348
B046930,734,141,813,825,228,346,935,717,930,953,417,341,289,907,270,480,462,72,324,950,338,141,295,545,481,243,275,780,158,791
B015322,658,740,141,404,215,769,699,860,51,268,54,762,15,165,971,485,479,615,946,516,937,830,135,5,846,881,240,669,592,120
B007310,127,263,661,264,803,409,980,961,835,818,633,319,955,194,263,588,452,201,398,39,193,674,798,609,464,112,666,222,929,688
B001975,805,945,661,471,325,650,460,208,2,466,391,649,512,866,695,484,145,220,611,714,585,823,2,958,319,592,958,849,487,357
B048917,375,803,658,711,809,25,88,983,479,837,723,106,990,265,423,531,120,596,717,418,819,554,606,687,73,573,880,487,838,934
B037904,932,585,673,0,517,814,18,87,710,911,830,186,743,339,616,393,637,37,80,202,1,546,748,907,303,984,941,200,727,330
B042752,701,778,808,683,875,328,953,389,341,34,973,4,437,410,266,156,384,153,557,743,818,37,375,459,55,852,364,860,498,941
B018521,667,200,763,386,733,460,921,281,651,984,133,983,495,801,61,776,34,529,806,57,925,594,514,773,130,497,665,952,101,627
B048588,566,680,140,130,189,268,580,763,662,359,252,811,469,665,298,926,20,722,79,590,918,5,433,388,421,730,937,114,116,607
B033626,911,499,878,984,563,203,453,263,823,335,444,823,390,285,410,459,630,610,389,954,177,568,610,862,270,479,12,605,558,779
B017865,874,626,776,155,979,552,60,999,28,193,626,246,897,250,917,498,828,960,115,580,364,12,404,507,586,506,78,287,951,769
B043655,886,810,887,430,346,895,760,760,973,767,873,244,717,939,543,628,650,446,822,605,77,264,429,74,639,857,743,720,443,7
B031497,727,473,910,866,314,126,495,987,556,75,540,771,608,462,506,178,491,215,427,593,642,468,585,359,727,28,693,278,983,366
B004092,497,161,191,343,309,779,525,837,263,945,682,430,978,888,140,423,819,13,46,903,119,167,73,233,10,60,625,263,833,752
B037441,308,700,532,536,818,819,495,232,827,409,497,956,942,384,841,551,501,711,437,325,160,417,203,195,268,965,843,836,247,711
B029738,491,333,183,491,302,420,780,817,951,163,972,713,428,342,555,812,204,932,688,968,532,906,200,520,402,629,389,821,530,419
B030698,194,381,3,703,940,520,548,923,421,373,891,38,125,824,322,403,562,274,45,436,318,708,310,790,162,877,723,201,54,128
B017747,834,728,450,698,696,791,909,857,927,503,138,624,130,768,16,425,482,198,413,50,803,500,346,31,381,410,173,967,943,826
B001176,924,825,321,288,757,853,382,592,593,812,528,45,512,875,677,960,765,576,533,157,656,814,397,583,936,863,966,284,133,812
B048257,667,498,935,829,379,613,221,775,426,924,911,54,766,50,486,422,970,153,334,804,610,153,270,286,351,162,999,384,678,990
B014562,874,350,348,590,960,298,419,351,645,851,944,380,134,288,546,305,870,853,172,570,945,196,63,597,127,331,248,913,844,447
B022345,448,798,930,246,192,282,245,1,883,984,357,964,452,663,558,422,912,139,774,56,405,123,386,645,891,338,396,648,101,909
B033771,148,854,556,638,88,984,394,170,31,591,434,959,46,332,197,469,596,777,990,921,555,104,236,288,41,823,183,609,323,275
B025675,163,612,257,882,509,663,455,169,569,526,612,425,59,253,342,81,348,450,135,954,35,137,38,529,361,992,268,703,129,762
B008070,29,461,249,685,405,928,124,677,608,850,711,773,111,242,449,240,713,190,696,376,249,733,239,535,370,779,914,603,466,500
B041687,164,775,909,682,880,31,396,106,38,506,956,917,107,69,660,727,886,596,301,335,928,33,733,191,845,415,260,291,905,199
B004684,452,945,136,837,974,431,935,204,341,511,283,362,175,739,48,426,490,826,118,232,988,266,345,556,895,757,869,963,226,610
B048801,894,74,855,881,736,630,346,236,868,402,862,69,166,760,864,733,553,786,13,803,777,921,858,500,539,701,507,450,67,45
B047788,129,211,908,871,887,424,107,333,812,660,144,387,820,374,937,678,753,649,279,283,381,289,657,323,88,520,955,228,684,493
B041471,430,580,151,466,840,706,67,665,854,678,544,761,875,268,862,766,383,862,220,608,944,342,892,699,760,958,259,79,747,351
B026980,422,927,524,883,503,680,772,357,108,178,787,929,394,332,588,203,196,217,562,581,805,363,176,456,524,345,171,709,515,309
B032180,347,800,603,974,953,205,298,544,777,184,974,747,770,913,250,243,631,118,335,877,557,370,182,878,686,632,242,834,916,303
B029121,951,130,725,187,722,828,270,887,298,647,929,953,431,238,724,545,238,438,672,197,281,829,931,886,972,14,636,573,26,149
B033145,938,124,172,279,494,144,226,392,660,985,803,9,793,436,794,117,86,515,94,540,975,968,465,5,1,566,995,480,63,10
B005592,188,451,355,232,655,383,332,569,890,885,715,865,716,258,825,307,812,849,401,512,533,878,348,557,375,798,39,478,469,186
B036550,498,442,262,796,195,816,62,569,204,715,549,160,702,760,922,615,445,535,640,990,979,9,430,971,106,729,587,289,319,324
B015532,911,900,903,483,612,713,92,899,3,440,734,611,540,268,417,617,341,342,741,865,252,501,0,187,396,305,582,38,103,69
B049187,570,290,502,952,282,778,258,821,655,33,196,755,958,402,856,162,588,297,630,710,245,824,384,135,889,601,678,691,813,409
B005130,736,641,412,356,958,313,34,700,653,312,56,727,58,313,500,389,197,923,329,112,770,393,424,320,917,394,426,117,530,294
B008685,685,511,445,451,849,306,221,503,955,159,209,287,171,899,244,524,968,386,51,441,917,674,462,534,116,532,601,931,929,735
B016367,589,686,659,304,815,589,497,907,714,279,480,885,80,584,547,249,901,470,408,774,391,859,133,626,61,60,213,122,454,380
B003187,266,64,605,345,335,691,872,997,360,258,242,999,19,115,705,809,786,841,382,768,643,926,358,923,432,801,197,364,881,644
B023185,738,712,187,674,817,809,671,888,826,793,421,321,101,854,363,120,429,758,579,546,160,638,655,220,377,620,971,891,950,500
B001736,909,647,167,854,538,143,904,748,885,940,367,454,244,159,131,366,543,972,719,922,107,665,847,892,610,147,453,525,717,938
B042034,42,157,226,837,371,88,985,773,754,137,518,603,873,225,116,213,542,890,383,326,356,118,709,953,281,926,721,991,731,835
B012539,660,145,934,354,946,394,75,244,69,794,174,239,623,375,717,39,297,693,55,822,577,409,414,386,779,657,278,581,27,427
B003499,570,100,458,309,607,716,699,699,668,732,164,550,809,174,772,337,460,346,196,707,720,539,62,882,8,526,79,822,417,120
B000003,605,342,406,808,214,856,123,918,674,80,882,173,424,755,737,986,269,998,457,644,623,260,205,230,848,310,318,257,236,451
B016484,960,113,112,14,835,161,672,549,396,762,264,601,956,747,85,206,955,72,983,639,708,746,652,743,416,51,511,488,849,674
B024565,900,202,426,353,711,737,661,838,365,744,837,439,162,174,633,631,664,236,968,74,891,395,817,647,701,360,456,74,883,982
B039782,244,595,955,392,217,99,979,606,847,627,231,49,132,578,701,977,248,839,103,761,158,417,854,549,407,921,659,363,898,596
B015181,593,677,152,948,251,958,744,482,636,396,221,386,366,830,171,6,112,551,577,504,573,548,595,807,47,877,732,398,644,951
B040877,991,400,594,647,938,173,953,435,206,249,100,87,726,840,958,997,341,693,831,401,136,935,874,833,714,684,308,181,812,65
B047697,734,265,742,552,676,330,207,234,605,632,367,622,68,402,880,498,768,918,49,873,182,973,215,760,868,949,390,562,346,218
B015224,783,875,877,389,339,630,509,8,814,597,885,994,55,13,86,224,168,940,374,200,247,4,878,81,3,853,760,601,211,504
B039935,535,629,846,499,271,387,428,171,283,305,924,537,829,859,333,690,916,969,678,299,718,271,232,300,411,367,274,987,355,951
B044080,129,806,618,200,405,957,12,723,602,687,30,244,671,617,500,385,584,723,316,649,906,773,713,692,792,809,330,865,828,605
B003098,25,205,793,236,105,565,69,709,242,133,655,685,822,538,475,895,40,853,282,704,486,88,225,492,744,953,639,819,348,540
B039029,535,269,718,717,748,292,798,845,648,63,488,609,651,81,879,663,454,264,230,523,397,962,330,97,295,741,502,258,337,552
B019970,508,907,272,535,381,472,532,727,628,691,786,900,798,855,710,521,343,350,70,707,966,933,738,113,669,799,777,613,181,274
B005868,26,658,859,98,99,598,940,760,288,889,253,506,9,636,266,532,216,838,636,781,511,544,274,79,567,784,124,492,792,388
B032646,31,774,324,11,939,673,719,408,672,313,399,898,67,771,207,397,82,709,696,191,173,173,170,708,321,209,809,374,957,614
B003754,486,877,643,958,907,666,201,831,459,605,230,533,414,399,529,251,668,542,912,531,414,809,845,786,299,313,25,359,563,286
B037603,207,682,28,61,412,433,739,647,691,888,551,40,716,843,611,943,68,90,984,803,803,228,42,798,597,579,735,719,39,435
B039444,276,557,27,696,528,799,738,759,781,634,504,473,761,222,840,672,534,990,492,228,131,683,405,858,174,16,167,402,901,674
B000368,686,924,177,513,570,791,847,551,200,107,226,132,911,443,631,842,762,703,900,919,116,736,543,649,352,234,514,285,256,825
B047026,543,354,358,608,223,438,163,442,776,890,540,370,131,339,84,958,990,670,149,60,121,555,611,324,137,130,590,301,327,586
B004435,519,969,411,930,631,963,660,968,160,112,584,693,578,410,239,893,145,285,984,448,240,669,211,845,801,803,252,312,644,644
B024258,405,843,687,471,306,222,481,574,246,10,86,477,473,110,617,139,88,350,173,764,345,976,720,607,106,218,236,186,538,508
B014198,726,354,607,354,604,708,716,424,371,299,755,2,173,440,511,36,491,906,917,729,393,14,506,998,81,784,274,630,143,952
B029681,896,861,369,721,775,148,581,618,554,306,801,289,879,897,972,537,208,865,688,537,580,491,60,23,384,830,618,666,589,385
B015418,950,522,71,260,444,973,161,184,422,694,747,799,519,256,351,288,498,185,543,411,191,371,555,259,544,661,707,23,22,143
B006535,624,676,445,140,899,601,528,672,437,928,926,403,300,848,54,385,281,729,798,716,933,843,576,345,416,837,301,373,842,51
B006151,899,428,973,178,226,225,748,823,864,202,864,817,604,164,932,171,145,629,226,334,267,463,102,931,630,984,331,965,809,500
B031744,803,484,522,247,587,652,413,316,868,776,877,656,534,648,477,100,278,600,7,372,318,671,959,771,805,535,859,590,743,178
B019501,117,361,543,197,484,763,988,553,617,88,787,170,610,722,562,580,500,674,109,296,860,515,944,450,140,876,734,672,790,511
B033179,33,53,432,799,892,490,723,81,114,159,808,932,169,138,54,706,933,711,708,873,61,39,694,408,561,417,802,760,881,988
B028572,165,392,163,295,994,809,391,419,623,286,140,510,480,246,169,579,603,895,528,1,104,933,582,596,892,925,671,386,685,935
B027573,454,170,21,711,632,833,921,751,819,694,422,249,496,118,547,163,94,894,206,651,207,998,263,889,503,494,110,421,620,884
B041868,998,295,53,687,945,422,920,707,13,809,194,472,788,718,824,96,146,943,236,623,437,262,902,878,916,106,711,555,564,485
B029003,234,57,274,617,275,580,980,302,661,263,172,106,615,696,725,426,105,550,768,786,413,764,303,140,761,321,163,670,943,933
B042089,12,234,862,676,377,861,418,320,525,495,683,807,102,593,254,369,422,568,245,712,252,588,910,140,191,157,790,763,663,238
B038573,380,294,39,964,260,272,765,538,147,35,308,459,736,135,765,12,66,304,932,178,390,133,828,777,284,370,122,770,140,967
B000888,905,208,64,828,238,755,168,64,349,651,892,251,152,6,788,264,371,135,789,935,853,957,268,262,704,192,829,205,411,575
B043346,553,174,365,290,512,554,39,87,90,882,664,965,445,848,197,501,430,784,358,366,867,172,558,713,113,474,928,591,366,531
B015318,304,645,693,441,122,665,219,691,180,588,97,408,229,995,411,579,865,464,916,465,118,736,353,797,260,357,322,750,101,519
B031788,895,282,786,9,120,827,125,961,690,201,175,168,719,249,922,203,16,137,827,545,978,32,261,571,922,321,323,237,360,365
B020834,526,231,58,186,607,71,687,93,726,678,69,988,609,525,174,540,738,277,621,569,770,728,401,777,395,158,843,599,462,905
B032822,130,228,759,98,499,514,52,500,659,760,433,650,414,676,953,553,979,545,822,640,537,299,306,635,907,679,182,592,33,876
B033535,705,147,290,237,150,210,248,591,836,712,428,375,50,198,54,887,999,649,523,37,644,681,217,798,971,484,409,979,528,126
B008638,272,216,133,966,858,830,388,889,61,513,152,839,975,279,161,559,190,811,931,639,502,71,896,691,383,180,855,789,114,348
B040289,135,303,510,843,728,210,102,879,45,388,953,186,97,204,730,582,761,859,568,585,729,719,476,692,556,697,649,605,815,719
B035930,894,164,676,869,428,264,482,307,148,630,424,809,675,175,666,81,242,811,367,627,433,201,746,733,212,861,583,618,686,612
B027184,85,672,688,70,186,754,913,912,816,713,550,7,258,17,292,417,174,216,491,557,334,991,153,201,492,937,733,29,40,431
B050336,578,868,631,526,777,353,458,863,908,824,10,690,88,437,319,793,553,597,846,183,862,395,543,133,955,130,459,942,238,338
B040489,960,578,896,183,15,788,71,820,735,270,932,629,361,320,372,11,974,373,228,159,12,235,163,819,989,988,156,266,527,806
B045831,309,526,73,937,535,321,175,584,981,139,860,768,222,401,591,773,494,672,547,138,73,18,6,33,240,875,201,946,180,861
B028288,938,845,258,206,805,821,220,957,617,536,698,410,955,388,31,63,346,150,179,234,13,584,286,747,899,678,157,675,936,798
B015214,414,391,19,111,970,350,922,741,942,76,25,880,730,574,601,605,146,18,88,92,739,933,807,368,448,579,654,954,432,945
B028128,258,697,854,588,316,498,42,18,546,600,224,269,17,734,206,246,888,697,935,531,376,791,121,952,829,10,579,951,670,947
B049290,451,121,218,861,747,734,27,833,628,509,574,279,261,4,143,490,469,661,735,406,935,753,707,504,955,261,364,525,736,154
B048404,493,608,754,981,84,842,598,456,526,716,426,647,955,800,45,793,412,613,969,837,117,815,787,627,881,960,279,227,853,437
B004166,748,642,429,548,758,485,590,664,666,538,814,838,612,95,536,777,412,988,976,713,248,485,628,302,314,240,140,742,562,253
B022588,499,780,665,197,804,725,473,668,106,746,422,539,326,379,882,134,636,863,110,49,4,997,374,771,399,157,569,991,60,493
B049272,53,783,330,947,537,550,481,31,9,29,574,402,730,546,618,158,180,35,819,504,8,298,723,885,400,513,77,814,474,151
B042999,957,767,586,460,909,345,816,163,831,18,286,330,932,766,153,915,141,184,588,912,149,170,848,258,923,180,103,841,669,930
B013132,416,757,577,9,371,769,664,281,377,669,942,641,140,535,629,168,194,277,304,179,642,844,845,467,934,60,4,897,101,590
B011416,338,137,404,943,200,455,959,717,701,241,69,420,702,93,335,25,327,210,260,247,259,858,920,922,303,562,540,89,732,936
B016323,464,718,925,337,858,245,363,852,286,24,122,807,577,347,306,337,241,605,654,612,714,108,792,924,138,274,205,844,976,470
B019856,604,320,165,750,797,982,152,504,492,67,85,462,863,29,760,773,145,981,582,395,534,420,373,745,590,917,477,188,207,798
B012275,38,867,166,714,295,228,801,74,908,271,336,6,675,413,600,433,491,469,286,427,907,213,663,739,190,266,639,365,61,82
B021283,317,104,342,445,572,581,629,248,294,218,964,540,267,831,186,257,222,749,993,828,100,143,100,591,569,374,240,996,87,403
B043692,42,127,228,895,908,509,166,641,412,482,887,537,823,719,80,386,589,594,608,710,225,136,661,635,645,622,376,450,159,489
B042876,336,479,351,39,177,171,260,794,260,685,999,400,292,262,274,349,94,107,23,265,128,347,170,120,872,395,262,876,339,529
B039376,296,856,793,107,474,674,696,899,922,369,385,969,338,765,815,286,666,703,139,43,891,832,235,580,860,455,989,74,156,25
B030793,447,642,759,219,95,727,415,302,981,943,26,153,533,635,667,371,333,537,123,111,856,538,224,280,515,568,925,634,936,274
B018361,472,23,347,467,774,887,444,265,517,718,746,566,941,944,907,657,472,565,212,353,930,45,569,394,913,337,143,823,167,81
B011585,837,352,570,483,703,718,904,300,515,434,517,655,369,845,363,204,755,934,251,84,423,422,219,789,243,573,107,97,679,579
B020661,517,978,183,686,37,316,902,484,940,594,468,370,736,679,607,244,389,323,868,906,809,195,440,278,276,588,236,360,365,336
