serial_nbr,batchID
S008B049771,B049771
S001B009234,B009234
S006B020134,B020134
S008B044497,B044497
S002B000156,B000156
S003B020377,B020377
S002B012925,B012925
S008B029539,B029539
S006B009199,B009199
S007B002857,B002857
S006B008660,B008660
S000B035296,B035296
S001B040777,B040777
S008B048160,B048160
S003B010697,B010697
S007B019712,B019712
S003B008203,B008203
S006B017598,B017598
S001B009005,B009005
S008B031017,B031017
S001B017661,B017661
S000B008661,B008661
S003B010987,B010987
S001B034089,B034089
S000B043275,B043275
S001B034352,B034352
S002B011272,B011272
S007B031089,B031089
S000B007667,B007667
S005B020748,B020748
S003B046129,B046129
S001B027240,B027240
S004B039736,B039736
S002B037757,B037757
S002B014262,B014262
S000B033942,B033942
S009B044383,B044383
S002B031022,B031022
S000B016707,B016707
S008B048411,B048411
S000B016716,B016716
S001B038928,B038928
S006B020064,B020064
S007B011900,B011900
S002B028288,B028288
S000B015569,B015569
S006B043714,B043714
S006B048773,B048773
S004B050020,B050020
S004B033540,B033540
S000B041487,B041487
S001B032938,B032938
S008B045415,B045415
S009B048699,B048699
S000B027582,B027582
S002B038077,B038077
S007B034270,B034270
S007B003668,B003668
S009B014136,B014136
S005B007428,B007428
S008B015646,B015646
S007B040521,B040521
S008B020440,B020440
S004B043229,B043229
S004B004425,B004425
S001B001098,B001098
S006B030657,B030657
S006B008902,B008902
S001B010596,B010596
S007B044212,B044212
S005B019879,B019879
S004B034744,B034744
S009B007829,B007829
S000B026532,B026532
S006B016080,B016080
S003B046346,B046346
S006B009979,B009979
S005B027622,B027622
S009B024439,B024439
S007B007790,B007790
S008B039444,B039444
S001B003903,B003903
S009B038861,B038861
S003B036754,B036754
S003B048059,B048059
S004B007770,B007770
S001B026238,B026238
S002B009376,B009376
S002B009440,B009440
S003B001030,B001030
S003B005283,B005283
S001B007255,B007255
S009B008243,B008243
S007B043504,B043504
S003B005773,B005773
S009B018361,B018361
S007B016826,B016826
S004B042578,B042578
S005B034144,B034144
S002B049109,B049109
S004B049989,B049989
S002B007512,B007512
S007B017152,B017152
S001B026644,B026644
S008B003623,B003623
S005B038342,B038342
S008B029192,B029192
S006B038272,B038272
S004B009600,B009600
S009B036976,B036976
S000B040112,B040112
S007B010079,B010079
S009B031030,B031030
S006B027542,B027542
S007B043543,B043543
S000B008370,B008370
S001B036078,B036078
S003B007605,B007605
S007B017128,B017128
S006B028888,B028888
S007B025636,B025636
S008B047288,B047288
S004B009197,B009197
S005B026532,B026532
S003B039079,B039079
S000B036350,B036350
S001B029461,B029461
S009B010752,B010752
S002B037156,B037156
S008B007082,B007082
S001B022886,B022886
S003B011901,B011901
S001B009393,B009393
S008B038158,B038158
S000B010802,B010802
S000B011441,B011441
S003B027051,B027051
S000B039533,B039533
S007B022587,B022587
S005B047176,B047176
S007B005717,B005717
S000B032674,B032674
S007B034520,B034520
S003B021283,B021283
S004B030079,B030079
S007B006388,B006388
S009B041445,B041445
S003B040543,B040543
S006B044236,B044236
S005B034352,B034352
S006B010468,B010468
S000B007330,B007330
S004B023905,B023905
S004B033159,B033159
S007B008732,B008732
S007B040624,B040624
S009B012357,B012357
S008B001285,B001285
S002B013528,B013528
S002B032036,B032036
S004B043249,B043249
S000B019322,B019322
S006B035027,B035027
S003B049144,B049144
S006B026980,B026980
S000B028507,B028507
S003B044829,B044829
S007B006926,B006926
S004B028724,B028724
S006B012357,B012357
S009B026312,B026312
S009B010852,B010852
S008B044339,B044339
S001B049791,B049791
S005B020583,B020583
S001B029062,B029062
S009B043240,B043240
S009B015730,B015730
S000B046906,B046906
S009B035152,B035152
S002B014688,B014688
S001B018208,B018208
S002B036974,B036974
S007B033061,B033061
S007B021379,B021379
S001B035027,B035027
S001B049765,B049765
S009B002744,B002744
S002B038560,B038560
S008B024451,B024451
S000B047436,B047436
S009B035211,B035211
S005B012720,B012720
S004B043634,B043634
S001B017569,B017569
S005B035613,B035613
S004B005341,B005341
S003B027542,B027542
S003B042284,B042284
S008B033356,B033356
S001B013590,B013590
S000B006283,B006283
S006B023920,B023920
S004B039438,B039438
S008B020586,B020586
S005B035664,B035664
S009B044072,B044072
S000B034051,B034051
S002B049771,B049771
S001B006297,B006297
S009B035930,B035930
S009B032010,B032010
S009B022077,B022077
S009B019313,B019313
S006B039204,B039204
S005B003903,B003903
S000B008990,B008990
S004B048386,B048386
S006B048160,B048160
S002B004368,B004368
S001B044819,B044819
S001B025108,B025108
S006B031447,B031447
S006B001388,B001388
S005B043168,B043168
S008B019757,B019757
S004B048124,B048124
S001B049162,B049162
S001B008692,B008692
S004B028676,B028676
S007B037282,B037282
S000B037440,B037440
S003B020586,B020586
S007B018076,B018076
S005B032018,B032018
S001B007790,B007790
S009B035852,B035852
S002B004941,B004941
S003B011962,B011962
S005B002497,B002497
S001B007850,B007850
S003B047138,B047138
S004B033143,B033143
S005B031320,B031320
S007B030793,B030793
S005B011509,B011509
S003B015583,B015583
S003B046842,B046842
S003B018664,B018664
S001B036550,B036550
S006B034214,B034214
S009B033004,B033004
S008B038603,B038603
S003B013504,B013504
S002B038707,B038707
S002B048935,B048935
S005B015617,B015617
S006B023795,B023795
S003B041507,B041507
S006B047006,B047006
S004B011544,B011544
S009B036392,B036392
S008B015542,B015542
S004B047218,B047218
S000B025833,B025833
S001B004693,B004693
S003B035522,B035522
S004B033626,B033626
S002B024786,B024786
S001B033255,B033255
S009B027643,B027643
S002B019610,B019610
S000B019979,B019979
S003B031108,B031108
S001B035921,B035921
S008B020590,B020590
S001B037952,B037952
S005B027865,B027865
S005B011132,B011132
S006B026831,B026831
S009B026831,B026831
S006B023840,B023840
S000B036265,B036265
S000B023259,B023259
S004B031247,B031247
S006B049645,B049645
S004B026573,B026573
S006B026238,B026238
S007B013861,B013861
S004B037505,B037505
S008B039948,B039948
S002B030997,B030997
S005B037103,B037103
S005B005649,B005649
S008B012557,B012557
S007B038688,B038688
S008B008660,B008660
S006B022382,B022382
S001B006388,B006388
S006B021283,B021283
S006B032414,B032414
S001B045070,B045070
S008B004322,B004322
S007B004146,B004146
S000B046929,B046929
S002B035607,B035607
S005B007762,B007762
S004B018200,B018200
S000B012430,B012430
S007B017265,B017265
S002B006525,B006525
S008B047235,B047235
S006B023779,B023779
S004B030506,B030506
S006B036272,B036272
S006B014685,B014685
S002B007770,B007770
S005B040975,B040975
S009B019928,B019928
S009B046886,B046886
S008B047264,B047264
S009B034544,B034544
S003B018200,B018200
S001B018076,B018076
S001B042681,B042681
S000B012994,B012994
S009B039838,B039838
S003B028962,B028962
S005B034152,B034152
S005B030028,B030028
S008B039838,B039838
S003B026896,B026896
S000B027818,B027818
S001B025973,B025973
S004B006597,B006597
S000B033655,B033655
S008B034928,B034928
S004B001089,B001089
S000B007851,B007851
S009B027223,B027223
S007B048838,B048838
S002B010105,B010105
S003B028710,B028710
S002B049408,B049408
S008B016647,B016647
S003B019678,B019678
S008B026831,B026831
S000B006312,B006312
S005B038203,B038203
S004B010531,B010531
S006B008692,B008692
S001B020611,B020611
S001B008661,B008661
S006B006687,B006687
S007B035538,B035538
S007B001656,B001656
S004B006192,B006192
S002B028254,B028254
S008B002344,B002344
S005B048585,B048585
S006B037505,B037505
S006B036976,B036976
S001B035089,B035089
S001B046819,B046819
S003B027037,B027037
S007B006240,B006240
S004B020762,B020762
S001B044305,B044305
S008B003167,B003167
S009B033710,B033710
S008B016508,B016508
S005B040764,B040764
S005B011136,B011136
S003B016500,B016500
S000B012717,B012717
S009B009139,B009139
S002B028174,B028174
S003B024457,B024457
S005B012938,B012938
S004B007143,B007143
S009B019471,B019471
S006B040764,B040764
S009B028934,B028934
S004B021536,B021536
S007B038203,B038203
S006B019348,B019348
S008B020365,B020365
S009B006367,B006367
S003B038133,B038133
S002B044339,B044339
S006B030542,B030542
S001B038642,B038642
S006B031017,B031017
S008B044436,B044436
S004B047303,B047303
S007B050197,B050197
S009B048508,B048508
S005B024690,B024690
S008B035699,B035699
S009B042893,B042893
S005B039838,B039838
S004B024933,B024933
S007B044101,B044101
S000B049136,B049136
S003B046491,B046491
S001B040864,B040864
S008B020748,B020748
S000B007049,B007049
S003B025914,B025914
S005B049125,B049125
S006B013987,B013987
S002B039948,B039948
S005B020736,B020736
S000B010737,B010737
S008B034670,B034670
S007B007295,B007295
S000B013829,B013829
S007B043146,B043146
S001B031444,B031444
S000B037569,B037569
S008B006297,B006297
S009B048800,B048800
S007B036884,B036884
S005B028834,B028834
S004B040987,B040987
S007B003543,B003543
S002B002757,B002757
S000B024754,B024754
S008B032018,B032018
S006B013861,B013861
S007B050276,B050276
S006B028330,B028330
S004B041353,B041353
S004B015532,B015532
S000B021613,B021613
S007B021298,B021298
S001B015641,B015641
S001B042421,B042421
S000B042911,B042911
S000B031293,B031293
S009B010160,B010160
S001B007722,B007722
S002B011516,B011516
S005B005041,B005041
S000B039033,B039033
S001B022620,B022620
S001B013209,B013209
S005B034470,B034470
S000B035731,B035731
S007B009005,B009005
S003B005861,B005861
S007B038034,B038034
S006B002744,B002744
S006B003623,B003623
S008B024990,B024990
S009B031125,B031125
S002B043058,B043058
S006B049344,B049344
S006B043058,B043058
S002B024824,B024824
S007B028835,B028835
S005B022138,B022138
S003B020838,B020838
S003B022077,B022077
S006B015510,B015510
S007B012490,B012490
S007B023630,B023630
S008B028874,B028874
S007B012275,B012275
S005B017019,B017019
S005B022169,B022169
S008B012669,B012669
S007B020071,B020071
S007B020590,B020590
S002B011626,B011626
S005B026158,B026158
S009B033048,B033048
S007B024345,B024345
S006B028610,B028610
S009B043084,B043084
S003B042507,B042507
S003B046435,B046435
S009B023936,B023936
S007B023064,B023064
S001B044072,B044072
S005B028814,B028814
S006B029681,B029681
S007B008909,B008909
S006B036754,B036754
S004B019415,B019415
S006B033159,B033159
S005B001926,B001926
S003B006770,B006770
S007B003167,B003167
S005B021774,B021774
S008B018381,B018381
S003B021844,B021844
S003B039365,B039365
S005B016156,B016156
S000B042561,B042561
S000B011928,B011928
S001B002632,B002632
S006B008480,B008480
S006B031108,B031108
S005B040112,B040112
S001B001929,B001929
S001B031958,B031958
S000B026256,B026256
S004B005524,B005524
S003B023102,B023102
S007B007510,B007510
S001B035211,B035211
S008B001394,B001394
S004B016924,B016924
S003B026831,B026831
S006B014615,B014615
S005B035027,B035027
S009B009199,B009199
S002B035784,B035784
S006B047235,B047235
S005B012543,B012543
S004B037886,B037886
S000B001783,B001783
S003B024824,B024824
S006B039736,B039736
S003B021576,B021576
S004B034551,B034551
S002B044948,B044948
S000B021582,B021582
S003B039672,B039672
S004B046409,B046409
S003B035128,B035128
S000B009135,B009135
S001B046469,B046469
S002B002354,B002354
S002B047358,B047358
S000B040482,B040482
S006B046781,B046781
S003B046958,B046958
S002B042909,B042909
S007B039658,B039658
S007B014623,B014623
S005B014333,B014333
S009B012720,B012720
S004B044966,B044966
S008B002757,B002757
S006B022427,B022427
S003B013373,B013373
S004B042791,B042791
S001B006312,B006312
S001B016831,B016831
S009B011516,B011516
S001B002337,B002337
S000B048995,B048995
S000B024245,B024245
S006B047888,B047888
S008B041762,B041762
S000B017530,B017530
S008B036432,B036432
S007B027211,B027211
S000B050002,B050002
S004B006219,B006219
S008B013437,B013437
S004B001585,B001585
S000B029258,B029258
S006B011351,B011351
S004B007306,B007306
S007B019126,B019126
S000B015153,B015153
S007B012403,B012403
S009B019953,B019953
S008B016848,B016848
S001B005773,B005773
S000B026583,B026583
S000B041042,B041042
S005B017128,B017128
S001B000931,B000931
S000B007884,B007884
S002B030467,B030467
S004B039451,B039451
S001B014338,B014338
S002B020377,B020377
S008B042610,B042610
S000B012942,B012942
S008B002386,B002386
S009B040594,B040594
S002B015103,B015103
S007B036078,B036078
S007B013614,B013614
S004B040864,B040864
S006B029738,B029738
S002B033571,B033571
S007B011441,B011441
S008B001030,B001030
S003B014033,B014033
S002B031017,B031017
S005B040672,B040672
S008B003403,B003403
S001B037470,B037470
S008B039527,B039527
S003B016845,B016845
S005B046819,B046819
S008B048634,B048634
S005B025687,B025687
S009B011600,B011600
S009B018117,B018117
S007B001285,B001285
S009B036432,B036432
S001B026803,B026803
S005B049864,B049864
S008B021958,B021958
S008B009251,B009251
S003B036620,B036620
S004B027732,B027732
S009B012669,B012669
S005B047261,B047261
S002B036078,B036078
S000B044559,B044559
S005B027570,B027570
S000B028665,B028665
S008B003499,B003499
S007B031747,B031747
S000B029062,B029062
S008B042568,B042568
S004B008797,B008797
S002B034049,B034049
S002B042283,B042283
S001B049165,B049165
S004B031048,B031048
S002B029153,B029153
S004B048585,B048585
S007B000326,B000326
S000B050254,B050254
S008B014745,B014745
S005B029724,B029724
S007B013929,B013929
S004B018531,B018531
S000B005659,B005659
S002B026722,B026722
S000B013614,B013614
S003B047639,B047639
S003B020480,B020480
S005B033698,B033698
S003B024510,B024510
S004B023134,B023134
S001B002746,B002746
S004B015583,B015583
S001B028070,B028070
S006B030517,B030517
S007B040368,B040368
S006B024370,B024370
S004B031017,B031017
S006B006326,B006326
S002B034935,B034935
S002B010026,B010026
S004B031244,B031244
S003B008990,B008990
S001B049272,B049272
S008B043347,B043347
S009B021937,B021937
S008B000164,B000164
S008B033078,B033078
S003B010713,B010713
S009B025016,B025016
S006B042845,B042845
S009B015103,B015103
S009B013052,B013052
S002B003890,B003890
S001B022852,B022852
S008B009162,B009162
S007B015284,B015284
S003B033787,B033787
S003B012909,B012909
S009B023164,B023164
S000B041021,B041021
S007B036292,B036292
S006B045161,B045161
S004B006283,B006283
S000B015646,B015646
S000B017152,B017152
S001B038011,B038011
S006B025442,B025442
S003B004173,B004173
S008B007948,B007948
S002B048986,B048986
S000B007860,B007860
S004B044701,B044701
S002B046336,B046336
S003B032938,B032938
S002B023889,B023889
S006B015050,B015050
S007B030209,B030209
S004B003278,B003278
S003B012253,B012253
S003B015521,B015521
S004B031777,B031777
S005B040272,B040272
S005B025510,B025510
S002B027800,B027800
S001B042988,B042988
S005B010686,B010686
S001B035096,B035096
S007B008990,B008990
S000B010005,B010005
S002B037287,B037287
S005B029153,B029153
S002B001026,B001026
S008B016826,B016826
S008B041351,B041351
S004B033255,B033255
S003B009681,B009681
S008B036028,B036028
S002B006920,B006920
S000B048807,B048807
S006B035288,B035288
S006B022760,B022760
S000B030143,B030143
S007B033012,B033012
S009B010128,B010128
S007B026882,B026882
S007B023997,B023997
S009B036620,B036620
S000B020995,B020995
S007B049221,B049221
S003B013088,B013088
S009B007416,B007416
S003B024359,B024359
S006B009791,B009791
S008B050024,B050024
S004B028095,B028095
S000B044426,B044426
S005B039623,B039623
S002B022103,B022103
S001B011052,B011052
S009B012953,B012953
S001B007849,B007849
S003B013550,B013550
S003B024774,B024774
S004B008159,B008159
S004B037280,B037280
S007B029770,B029770
S004B020586,B020586
S007B004139,B004139
S004B049067,B049067
S007B006165,B006165
S002B017480,B017480
S008B017566,B017566
S007B025686,B025686
S001B044016,B044016
S007B028634,B028634
S002B025711,B025711
S004B024181,B024181
S000B039948,B039948
S004B004785,B004785
S007B020321,B020321
S001B008316,B008316
S005B032151,B032151
S002B007306,B007306
S001B012543,B012543
S005B018808,B018808
S008B030467,B030467
S001B049290,B049290
S006B014789,B014789
S004B016963,B016963
S008B012126,B012126
S007B014380,B014380
S000B033078,B033078
S004B020480,B020480
S003B048124,B048124
S009B004741,B004741
S008B025231,B025231
S004B027627,B027627
S006B028400,B028400
S006B034470,B034470
S003B031822,B031822
S008B013614,B013614
S002B033546,B033546
S004B034352,B034352
S006B034805,B034805
S007B037886,B037886
S008B034352,B034352
S001B022533,B022533
S003B015803,B015803
S007B003623,B003623
S002B026350,B026350
S008B048956,B048956
S006B003581,B003581
S001B004296,B004296
S001B007580,B007580
S008B026801,B026801
S000B025108,B025108
S005B042406,B042406
S003B018908,B018908
S009B030822,B030822
S009B001585,B001585
S009B027108,B027108
S000B021407,B021407
S007B008346,B008346
S004B009919,B009919
S004B044730,B044730
S005B012937,B012937
S009B011052,B011052
S004B035000,B035000
S000B000498,B000498
S008B042791,B042791
S009B032897,B032897
S004B019353,B019353
S000B013591,B013591
S008B037772,B037772
S008B022899,B022899
S001B022280,B022280
S009B016131,B016131
S002B005717,B005717
S004B007045,B007045
S002B031447,B031447
S006B011849,B011849
S004B048588,B048588
S002B036406,B036406
S009B011509,B011509
S008B034565,B034565
S007B011121,B011121
S001B036028,B036028
S000B003302,B003302
S005B037578,B037578
S001B015226,B015226
S002B009574,B009574
S001B001566,B001566
S007B003643,B003643
S008B009869,B009869
S006B043822,B043822
S006B042214,B042214
S002B037200,B037200
S004B001926,B001926
S009B033620,B033620
S008B036884,B036884
S000B043229,B043229
S006B024257,B024257
S000B019471,B019471
S004B020834,B020834
S000B006225,B006225
S005B046492,B046492
S002B016189,B016189
S007B009753,B009753
S006B038046,B038046
S003B027557,B027557
S005B037450,B037450
S004B020131,B020131
S002B037103,B037103
S009B036134,B036134
S000B040368,B040368
S000B012980,B012980
S007B036892,B036892
S001B000808,B000808
